tropical fruit,pip fruit,grapes,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,bottled beer,shopping bags,,whipped/sour cream,condensed milk,roll products ,oil,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,whole milk,butter,whole milk,curd,whipped/sour cream,frozen vegetables,baking powder,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,tropical fruit,pip fruit,grapes,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,soda,flour,oil,sugar,baking powder,white wine,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,brown bread,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,specialty chocolate,shopping bags,,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,curd,roll products ,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandy,,,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,sugar,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,coffee,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,pasta,jam,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,cream cheese ,brown bread,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen vegetables,,,frozen vegetables,rolls/buns,brown bread,fruit/vegetable juice,cleaner,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,bottled water,long life bakery product,decalcifier,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,dessert,yogurt,cling film/bags,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,oil,margarine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,coffee,,,whipped/sour cream,domestic eggs,rolls/buns,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spices,,,,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,condensed milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,margarine,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,brown bread,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,shopping bags,,,rice,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,dishes,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,UHT-milk,brown bread,UHT-milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,whole milk,frozen potato products,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,yogurt,rolls/buns,jam,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fish,other vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,
turkey,citrus fruit,tropical fruit,grapes,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,butter,roll products ,oil,canned fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,ice cream,Instant food products,skin care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,sweet spreads,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,brown bread,,,dog food,misc. beverages,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,domestic eggs,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,yogurt,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,butter milk,rolls/buns,soda,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,brown bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,onions,other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product,whole milk,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,beef,pip fruit,packaged fruit/vegetables,sugar,mustard,cat food,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,rolls/buns,vinegar,salt,vinegar,sugar,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,sliced cheese,,bottled water,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,,,whipped/sour cream,frozen meals,baking powder,coffee,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,condensed milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,shopping bags,,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,whipped/sour cream,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,pickled vegetables,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
meat,whole milk,whipped/sour cream,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,dessert,canned fruit,soda,snack products,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,coffee,,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen dessert,white wine,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,rolls/buns,flour,margarine,cat food,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,yogurt,beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whipped/sour cream,pastry,bottled beer,red/blush wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,sugar,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled water,chewing gum,,oil,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,herbs,butter,domestic eggs,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,whipped/sour cream,soft cheese,roll products ,margarine,sugar,bottled water,napkins,house keeping products,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,yogurt,beverages,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,cream,cream cheese ,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,oil,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fish,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,mustard,canned beer,,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,berries,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen meals,semi-finished bread,shopping bags,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,processed cheese,rolls/buns,pastry,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,organic sausage,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,canned fish,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products,,,,,,,,,,,,,,,,,,,
pork,beef,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,bottled water,photo/film,,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,male cosmetics,,ice cream,rolls/buns,sugar,soda,napkins,pot plants,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detergent,,,,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,sweet spreads,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,chocolate,,,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauces,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,other vegetables,bottled beer,bottled water,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,condensed milk,rolls/buns,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,onions,bottled water,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,soft cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,brown bread,,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,yogurt,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,coffee,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,sliced cheese,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,hard cheese,frozen vegetables,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,sliced cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,long life bakery product,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,pasta,oil,margarine,coffee,bottled water,detergent,,,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,other vegetables,roll products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,,,rolls/buns,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,spread cheese,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,butter,rolls/buns,white bread,oil,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,herbs,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,white bread,newspapers,rolls/buns,flour,margarine,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,pip fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,waffles,,,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,beverages,mustard,honey,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,whole milk,rolls/buns,margarine,sugar,ketchup,dish cleaner,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,mayonnaise,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,shopping bags,,instant coffee,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,other vegetables,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,soda,,,yogurt,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,margarine,mayonnaise,rolls/buns,brown bread,roll products ,margarine,coffee,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,butter milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,rolls/buns,bottled water,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,processed cheese,bottled water,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,pickled vegetables,pet care,domestic eggs,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,butter milk,cream cheese ,cream cheese ,rolls/buns,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,grapes,dessert,cream cheese ,mayonnaise,domestic eggs,pastry,rice,margarine,canned fruit,canned fish,coffee,tea,candles,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,other vegetables,butter,curd cheese,rolls/buns,brown bread,Instant food products,coffee,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,other vegetables,canned beer,flour,canned fish,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,mayonnaise,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,white bread,sugar,liquor,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,butter,curd,yogurt,hard cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,domestic eggs,white bread,flour,salt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
meat,pork,onions,salad dressing,pudding powder,bottled water,soda,bottled beer,canned beer,male cosmetics,flower (seeds),,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,whole milk,curd,dessert,yogurt,whipped/sour cream,cream cheese ,brown bread,detergent,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,pip fruit,other vegetables,dessert,cream cheese ,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,tropical fruit,pip fruit,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,butter milk,yogurt,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,oil,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,herbs,whole milk,,whole milk,butter milk,yogurt,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
